date;Evènement;Etat
2022-04-22 07:00:00;Changement état du traitement PH;-6 Arrêt température trop basse
2022-04-22 07:00:14;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-04-22 10:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-04-22 10:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-04-22 12:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-04-22 12:00:00;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-04-22 15:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-04-22 15:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-04-23 07:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-04-23 07:00:00;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-04-23 10:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-04-23 10:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-04-23 12:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-04-23 12:00:00;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-05-26 11:51:19;Changement d’état du système de chauffage;1 Marche AUTO
2022-05-26 11:51:19;Changement état de la commande de la PAC;1 Marche
2022-05-26 12:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-05-26 14:39:54;Changement d’état de la NCC;1 Marche 
2022-05-26 14:40:01;Changement d’état de la NCC;0 Arrêt
2022-05-26 14:41:04;Changement d’état de la NCC;1 Marche 
2022-05-26 14:42:30;Changement d’état de la NCC;0 Arrêt
2022-05-26 14:42:31;Changement d’état de la NCC;1 Marche 
2022-05-26 14:42:41;Changement d’état de la NCC;0 Arrêt
2022-05-26 14:42:43;Changement d’état de la NCC;1 Marche 
2022-05-26 14:43:08;Changement d’état de la NCC;0 Arrêt
2022-05-26 15:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-05-26 15:23:30;Changement d’état du système de chauffage;-2 Arrêt Manuel OFF
2022-05-26 15:23:30;Changement d’état de la commande de pompe de chauffage;0 Arrêt AUTO
2022-05-26 15:23:30;Changement état de la commande de la PAC;0 Arrêt
2022-05-26 15:23:30;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-05-26 15:23:30;Changement état électrolyseur;-3 Arrêt pas de pompe allumée
2022-05-26 15:27:39;Changement d’état de la filtration;1 Marche AUTO
2022-05-26 15:27:39;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-05-26 15:27:39;Changement état électrolyseur;-5 Arrêt pas de flux
2022-05-26 15:27:40;Changement état du traitement PH;0 Arrêt AUTO
2022-05-26 15:27:40;Changement état électrolyseur;1 Marche 100%
2022-05-26 17:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-05-26 17:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-05-26 17:00:00;Changement état électrolyseur;-3 Arrêt pas de pompe allumée
2022-05-27 07:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-05-27 07:00:00;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-05-27 07:00:00;Changement état électrolyseur;-5 Arrêt pas de flux
2022-05-27 07:00:01;Changement état du traitement PH;0 Arrêt AUTO
2022-05-27 07:00:01;Changement état électrolyseur;1 Marche 100%
2022-05-27 07:05:01;Changement état électrolyseur;0 Arrêt
2022-05-27 10:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-05-27 10:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-05-27 10:00:00;Changement état électrolyseur;-3 Arrêt pas de pompe allumée
2022-05-27 12:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-05-27 12:00:00;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-05-27 12:00:00;Changement état électrolyseur;-5 Arrêt pas de flux
2022-05-27 12:00:01;Changement état du traitement PH;0 Arrêt AUTO
2022-05-27 12:00:01;Changement état électrolyseur;1 Marche 100%
2022-05-27 15:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-05-27 15:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-05-27 15:00:00;Changement état électrolyseur;-3 Arrêt pas de pompe allumée
2022-05-28 07:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-05-28 07:00:00;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-05-28 07:00:00;Changement état électrolyseur;-5 Arrêt pas de flux
2022-05-28 07:00:01;Changement état du traitement PH;0 Arrêt AUTO
2022-05-28 07:00:01;Changement état électrolyseur;0 Arrêt
2022-05-28 09:05:26;Changement état électrolyseur;1 Marche 100%
2022-05-28 09:39:42;Changement d’état de la filtration;-3 Arrêt pause filtration
2022-05-28 09:39:42;Changement d’état du système de chauffage;-7 Arrêt filtration off different de AUTO
2022-05-28 09:39:42;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-05-28 09:39:42;Changement état électrolyseur;-3 Arrêt pas de pompe allumée
2022-05-28 09:46:17;Changement d’état de la filtration;1 Marche AUTO
2022-05-28 09:46:17;Changement d’état du système de chauffage;-2 Arrêt Manuel OFF
2022-05-28 09:46:17;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-05-28 09:46:17;Changement état électrolyseur;-5 Arrêt pas de flux
2022-05-28 09:46:18;Changement état du traitement PH;0 Arrêt AUTO
2022-05-28 09:46:18;Changement état électrolyseur;1 Marche 100%
2022-05-28 09:58:29;Changement d’état de la filtration;-3 Arrêt pause filtration
2022-05-28 09:58:29;Changement d’état du système de chauffage;-7 Arrêt filtration off different de AUTO
2022-05-28 09:58:29;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-05-28 09:58:29;Changement état électrolyseur;-3 Arrêt pas de pompe allumée
2022-05-28 09:59:52;Changement d’état de la filtration;3 Marche mode baignade
2022-05-28 09:59:52;Changement d’état du système de chauffage;-2 Arrêt Manuel OFF
2022-05-28 09:59:52;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-05-28 09:59:52;Changement état électrolyseur;-5 Arrêt pas de flux
2022-05-28 09:59:53;Changement état du traitement PH;0 Arrêt AUTO
2022-05-28 09:59:53;Changement état électrolyseur;0 Arrêt
2022-05-28 10:01:21;Changement état électrolyseur;1 Marche 100%
2022-05-28 10:59:51;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-05-28 10:59:51;Changement état électrolyseur;-3 Arrêt pas de pompe allumée
2022-05-28 10:59:52;Changement d’état de la filtration;0 Arrêt AUTO
2022-05-28 11:18:13;Changement d’état de la filtration;3 Marche mode baignade
2022-05-28 11:18:13;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-05-28 11:18:13;Changement état électrolyseur;-5 Arrêt pas de flux
2022-05-28 11:18:15;Changement état du traitement PH;0 Arrêt AUTO
2022-05-28 11:18:15;Changement état électrolyseur;1 Marche 100%
2022-05-28 12:18:13;Changement d’état de la filtration;1 Marche AUTO
2022-05-28 15:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-05-28 15:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-05-28 15:00:00;Changement état électrolyseur;-3 Arrêt pas de pompe allumée
2022-05-28 15:10:32;Changement état des spots;1 Allumés
2022-05-28 15:11:00;Changement état des spots;0 Eteints
2022-05-29 07:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-05-29 07:00:00;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-05-29 07:00:00;Changement état électrolyseur;-5 Arrêt pas de flux
2022-05-29 07:00:01;Changement état du traitement PH;0 Arrêt AUTO
2022-05-29 07:00:02;Changement état électrolyseur;0 Arrêt
2022-05-29 09:00:25;Changement état électrolyseur;1 Marche 100%
2022-05-29 10:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-05-29 10:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-05-29 10:00:00;Changement état électrolyseur;-3 Arrêt pas de pompe allumée
2022-05-29 12:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-05-29 12:00:00;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-05-29 12:00:00;Changement état électrolyseur;-5 Arrêt pas de flux
2022-05-29 12:00:01;Changement état du traitement PH;0 Arrêt AUTO
2022-05-29 12:00:01;Changement état électrolyseur;1 Marche 100%
2022-05-29 15:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-05-29 15:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-05-29 15:00:00;Changement état électrolyseur;-3 Arrêt pas de pompe allumée
2022-05-30 07:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-05-30 07:00:00;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-05-30 07:00:00;Changement état électrolyseur;-5 Arrêt pas de flux
2022-05-30 07:00:01;Changement état du traitement PH;0 Arrêt AUTO
2022-05-30 07:00:01;Changement état électrolyseur;0 Arrêt
2022-05-30 09:20:28;Changement état électrolyseur;1 Marche 100%
2022-05-30 10:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-05-30 10:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-05-30 10:00:00;Changement état électrolyseur;-3 Arrêt pas de pompe allumée
2022-05-30 12:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-05-30 12:00:00;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-05-30 12:00:00;Changement état électrolyseur;-5 Arrêt pas de flux
2022-05-30 12:00:02;Changement état du traitement PH;0 Arrêt AUTO
2022-05-30 12:00:02;Changement état électrolyseur;1 Marche 100%
2022-05-30 15:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-05-30 15:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-05-30 15:00:00;Changement état électrolyseur;-3 Arrêt pas de pompe allumée
2022-05-31 07:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-05-31 07:00:00;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-05-31 07:00:00;Changement état électrolyseur;-5 Arrêt pas de flux
2022-05-31 07:00:01;Changement état du traitement PH;0 Arrêt AUTO
2022-05-31 07:00:01;Changement état électrolyseur;0 Arrêt
2022-05-31 09:20:28;Changement état électrolyseur;1 Marche 100%
2022-05-31 10:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-05-31 10:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-05-31 10:00:00;Changement état électrolyseur;-3 Arrêt pas de pompe allumée
2022-05-31 12:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-05-31 12:00:00;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-05-31 12:00:00;Changement état électrolyseur;-5 Arrêt pas de flux
2022-05-31 12:00:01;Changement état du traitement PH;0 Arrêt AUTO
2022-05-31 12:00:01;Changement état électrolyseur;1 Marche 100%
2022-05-31 15:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-05-31 15:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-05-31 15:00:00;Changement état électrolyseur;-3 Arrêt pas de pompe allumée
2022-06-01 07:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-06-01 07:00:00;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-06-01 07:00:00;Changement état électrolyseur;-5 Arrêt pas de flux
2022-06-01 07:00:01;Changement état du traitement PH;0 Arrêt AUTO
2022-06-01 07:00:01;Changement état électrolyseur;1 Marche 100%
2022-06-01 07:05:02;Changement état électrolyseur;0 Arrêt
2022-06-01 09:30:31;Changement état électrolyseur;1 Marche 100%
2022-06-01 10:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-06-01 10:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-06-01 10:00:00;Changement état électrolyseur;-3 Arrêt pas de pompe allumée
2022-06-01 10:02:36;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-06-01 10:02:36;Changement état électrolyseur;-5 Arrêt pas de flux
2022-06-01 10:02:37;Changement d’état de la filtration;3 Marche mode baignade
2022-06-01 10:02:38;Changement état du traitement PH;0 Arrêt AUTO
2022-06-01 10:02:38;Changement état électrolyseur;1 Marche 100%
2022-06-01 10:09:51;Changement d’état de la filtration;0 Arrêt AUTO
2022-06-01 10:09:51;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-06-01 10:09:51;Changement état électrolyseur;-3 Arrêt pas de pompe allumée
2022-06-01 12:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-06-01 12:00:00;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-06-01 12:00:00;Changement état électrolyseur;-5 Arrêt pas de flux
2022-06-01 12:00:01;Changement état du traitement PH;0 Arrêt AUTO
2022-06-01 12:00:01;Changement état électrolyseur;1 Marche 100%
2022-06-01 12:23:35;Changement d’état de la filtration;-3 Arrêt pause filtration
2022-06-01 12:23:35;Changement d’état du système de chauffage;-7 Arrêt filtration off different de AUTO
2022-06-01 12:23:35;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-06-01 12:23:35;Changement état électrolyseur;-3 Arrêt pas de pompe allumée
2022-06-01 12:24:02;Changement d’état de la filtration;1 Marche AUTO
2022-06-01 12:24:02;Changement d’état du système de chauffage;-2 Arrêt Manuel OFF
2022-06-01 12:24:02;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-06-01 12:24:02;Changement état électrolyseur;-5 Arrêt pas de flux
2022-06-01 12:24:04;Changement état du traitement PH;0 Arrêt AUTO
2022-06-01 12:24:04;Changement état électrolyseur;0 Arrêt
2022-06-01 12:25:06;Changement état électrolyseur;1 Marche 100%
2022-06-01 15:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-06-01 15:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-06-01 15:00:00;Changement état électrolyseur;-3 Arrêt pas de pompe allumée
2022-06-02 07:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-06-02 07:00:00;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-06-02 07:00:00;Changement état électrolyseur;-5 Arrêt pas de flux
2022-06-02 07:00:02;Changement état du traitement PH;0 Arrêt AUTO
2022-06-02 07:00:02;Changement état électrolyseur;0 Arrêt
2022-06-02 10:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-06-02 10:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-06-02 10:00:00;Changement état électrolyseur;-3 Arrêt pas de pompe allumée
2022-06-02 12:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-06-02 12:00:00;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-06-02 12:00:00;Changement état électrolyseur;-5 Arrêt pas de flux
2022-06-02 12:00:09;Changement état du traitement PH;0 Arrêt AUTO
2022-06-02 12:00:09;Changement état électrolyseur;1 Marche 100%
2022-06-02 15:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-06-02 15:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-06-02 15:00:00;Changement état électrolyseur;-3 Arrêt pas de pompe allumée
2022-06-03 07:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-06-03 07:00:00;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-06-03 07:00:00;Changement état électrolyseur;-5 Arrêt pas de flux
2022-06-03 07:00:01;Changement état du traitement PH;0 Arrêt AUTO
2022-06-03 07:00:01;Changement état électrolyseur;0 Arrêt
2022-06-03 09:25:29;Changement état électrolyseur;1 Marche 100%
2022-06-03 10:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-06-03 10:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-06-03 10:00:00;Changement état électrolyseur;-3 Arrêt pas de pompe allumée
2022-06-03 12:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-06-03 12:00:00;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-06-03 12:00:00;Changement état électrolyseur;-5 Arrêt pas de flux
2022-06-03 12:00:02;Changement état du traitement PH;0 Arrêt AUTO
2022-06-03 12:00:02;Changement état électrolyseur;1 Marche 100%
2022-06-03 15:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-06-03 15:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-06-03 15:00:00;Changement état électrolyseur;-3 Arrêt pas de pompe allumée
2022-06-04 07:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-06-04 07:00:00;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-06-04 07:00:00;Changement état électrolyseur;-5 Arrêt pas de flux
2022-06-04 07:00:02;Changement état du traitement PH;0 Arrêt AUTO
2022-06-04 07:00:02;Changement état électrolyseur;0 Arrêt
2022-06-04 07:49:38;Changement d’état de la NCC;1 Marche 
2022-06-04 07:49:41;Changement d’état de la NCC;0 Arrêt
2022-06-04 07:50:59;Changement d’état de la filtration;-3 Arrêt pause filtration
2022-06-04 07:50:59;Changement d’état du système de chauffage;-7 Arrêt filtration off different de AUTO
2022-06-04 07:50:59;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-06-04 07:50:59;Changement état électrolyseur;-3 Arrêt pas de pompe allumée
2022-06-04 07:53:07;Changement d’état de la filtration;1 Marche AUTO
2022-06-04 07:53:07;Changement d’état du système de chauffage;-2 Arrêt Manuel OFF
2022-06-04 07:53:07;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-06-04 07:53:07;Changement état électrolyseur;-5 Arrêt pas de flux
2022-06-04 07:53:08;Changement état du traitement PH;0 Arrêt AUTO
2022-06-04 07:53:09;Changement état électrolyseur;0 Arrêt
2022-06-04 08:05:14;Changement état électrolyseur;1 Marche 100%
2022-06-04 08:21:58;Changement d’état du système de chauffage;1 Marche AUTO
2022-06-04 08:21:58;Changement d’état de la commande de pompe de chauffage;1 Marche AUTO
2022-06-04 08:21:58;Changement état de la commande de la PAC;1 Marche
2022-06-04 08:31:11;Changement d’état du système de chauffage;-2 Arrêt Manuel OFF
2022-06-04 08:31:11;Changement état de la commande de la PAC;0 Arrêt
2022-06-04 08:31:12;Changement d’état de la commande de pompe de chauffage;0 Arrêt AUTO
2022-06-04 08:56:33;Changement d’état de la NCC;1 Marche 
2022-06-04 09:05:06;Changement d’état de la NCC;0 Arrêt
2022-06-04 10:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-06-04 10:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-06-04 10:00:00;Changement état électrolyseur;-3 Arrêt pas de pompe allumée
2022-06-04 12:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-06-04 12:00:00;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-06-04 12:00:00;Changement état électrolyseur;-5 Arrêt pas de flux
2022-06-04 12:00:01;Changement état du traitement PH;0 Arrêt AUTO
2022-06-04 12:00:01;Changement état électrolyseur;1 Marche 100%
2022-06-04 12:03:14;Changement d’état de la filtration;-3 Arrêt pause filtration
2022-06-04 12:03:14;Changement d’état du système de chauffage;-7 Arrêt filtration off different de AUTO
2022-06-04 12:03:14;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-06-04 12:03:14;Changement état électrolyseur;-3 Arrêt pas de pompe allumée
2022-06-04 12:04:18;Changement d’état de la filtration;1 Marche AUTO
2022-06-04 12:04:18;Changement d’état du système de chauffage;-2 Arrêt Manuel OFF
2022-06-04 12:04:18;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-06-04 12:04:18;Changement état électrolyseur;-5 Arrêt pas de flux
2022-06-04 12:04:20;Changement état du traitement PH;0 Arrêt AUTO
2022-06-04 12:04:20;Changement état électrolyseur;0 Arrêt
2022-06-04 12:05:01;Changement état électrolyseur;1 Marche 100%
2022-06-04 17:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-06-04 17:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-06-04 17:00:00;Changement état électrolyseur;-3 Arrêt pas de pompe allumée
2022-06-04 22:33:48;Changement d’état du système de chauffage;-2 Arrêt Manuel OFF
2022-06-04 22:33:48;Changement état du volet;-1 Position inconnue
2022-06-04 22:33:48;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-06-04 22:33:48;Changement état électrolyseur;-3 Arrêt pas de pompe allumée
2022-06-05 07:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-06-05 07:00:00;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-06-05 07:00:00;Changement état électrolyseur;-5 Arrêt pas de flux
2022-06-05 07:00:01;Changement état du traitement PH;0 Arrêt AUTO
2022-06-05 07:00:01;Changement état électrolyseur;0 Arrêt
2022-06-05 08:34:43;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-06-05 08:34:43;Changement état électrolyseur;-3 Arrêt pas de pompe allumée
2022-06-05 08:34:44;Changement d’état de la filtration;-3 Arrêt pause filtration
2022-06-05 08:34:44;Changement d’état du système de chauffage;-7 Arrêt filtration off different de AUTO
2022-06-05 08:35:26;Changement d’état de la filtration;1 Marche AUTO
2022-06-05 08:35:26;Changement d’état du système de chauffage;-2 Arrêt Manuel OFF
2022-06-05 08:35:26;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-06-05 08:35:26;Changement état électrolyseur;-5 Arrêt pas de flux
2022-06-05 08:35:27;Changement état du traitement PH;0 Arrêt AUTO
2022-06-05 08:35:27;Changement état électrolyseur;0 Arrêt
2022-06-05 08:55:30;Changement état électrolyseur;1 Marche 100%
2022-06-05 09:55:42;Changement état électrolyseur;0 Arrêt
2022-06-05 10:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-06-05 10:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-06-05 10:00:00;Changement état électrolyseur;-3 Arrêt pas de pompe allumée
2022-06-05 12:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-06-05 12:00:00;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-06-05 12:00:00;Changement état électrolyseur;-5 Arrêt pas de flux
2022-06-05 12:00:01;Changement état du traitement PH;0 Arrêt AUTO
2022-06-05 12:00:01;Changement état électrolyseur;1 Marche 100%
2022-06-05 12:07:24;Changement d’état de la filtration;1 Marche AUTO
2022-06-05 12:07:24;Changement d’état du système de chauffage;-2 Arrêt Manuel OFF
2022-06-05 12:07:24;Changement état du volet;-1 Position inconnue
2022-06-05 12:07:24;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-06-05 12:07:24;Changement état électrolyseur;-3 Arrêt pas de pompe allumée
2022-06-05 12:07:33;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-06-05 12:07:33;Changement état électrolyseur;-5 Arrêt pas de flux
2022-06-05 12:07:36;Changement état du traitement PH;0 Arrêt AUTO
2022-06-05 12:07:36;Changement état électrolyseur;0 Arrêt
2022-06-05 12:12:11;Changement état électrolyseur;1 Marche 100%
2022-06-05 15:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-06-05 15:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-06-05 15:00:00;Changement état électrolyseur;-3 Arrêt pas de pompe allumée
2022-06-06 07:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-06-06 07:00:00;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-06-06 07:00:00;Changement état électrolyseur;-5 Arrêt pas de flux
2022-06-06 07:00:01;Changement état du traitement PH;0 Arrêt AUTO
2022-06-06 07:00:01;Changement état électrolyseur;0 Arrêt
2022-06-06 08:10:15;Changement état électrolyseur;1 Marche 100%
2022-06-06 10:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-06-06 10:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-06-06 10:00:00;Changement état électrolyseur;-3 Arrêt pas de pompe allumée
2022-06-06 12:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-06-06 12:00:00;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-06-06 12:00:00;Changement état électrolyseur;-5 Arrêt pas de flux
2022-06-06 12:00:02;Changement état du traitement PH;0 Arrêt AUTO
2022-06-06 12:00:02;Changement état électrolyseur;1 Marche 100%
2022-06-06 12:30:12;Changement d’état de la filtration;-3 Arrêt pause filtration
2022-06-06 12:30:12;Changement d’état du système de chauffage;-7 Arrêt filtration off different de AUTO
2022-06-06 12:30:12;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-06-06 12:30:12;Changement état électrolyseur;-3 Arrêt pas de pompe allumée
2022-06-06 12:31:48;Changement d’état de la filtration;1 Marche AUTO
2022-06-06 12:31:48;Changement d’état du système de chauffage;-2 Arrêt Manuel OFF
2022-06-06 12:31:48;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-06-06 12:31:48;Changement état électrolyseur;-5 Arrêt pas de flux
2022-06-06 12:31:49;Changement état du traitement PH;0 Arrêt AUTO
2022-06-06 12:31:50;Changement état électrolyseur;0 Arrêt
2022-06-06 12:35:08;Changement état électrolyseur;1 Marche 100%
2022-06-06 15:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-06-06 15:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-06-06 15:00:00;Changement état électrolyseur;-3 Arrêt pas de pompe allumée
2022-06-07 03:33:35;Changement d’état du système de chauffage;-2 Arrêt Manuel OFF
2022-06-07 03:33:35;Changement état du volet;-1 Position inconnue
2022-06-07 03:33:35;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-06-07 03:33:35;Changement état électrolyseur;-3 Arrêt pas de pompe allumée
2022-06-07 07:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-06-07 07:00:00;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-06-07 07:00:00;Changement état électrolyseur;-5 Arrêt pas de flux
2022-06-07 07:00:02;Changement état du traitement PH;0 Arrêt AUTO
2022-06-07 07:00:02;Changement état électrolyseur;0 Arrêt
2022-06-07 08:00:13;Changement état électrolyseur;1 Marche 100%
2022-06-07 10:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-06-07 10:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-06-07 10:00:00;Changement état électrolyseur;-3 Arrêt pas de pompe allumée
2022-06-07 12:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-06-07 12:00:00;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-06-07 12:00:00;Changement état électrolyseur;-5 Arrêt pas de flux
2022-06-07 12:00:02;Changement état du traitement PH;0 Arrêt AUTO
2022-06-07 12:00:02;Changement état électrolyseur;1 Marche 100%
2022-06-07 15:00:00;Changement d’état de la filtration;0 Arrêt AUTO
2022-06-07 15:00:00;Changement état du traitement PH;-3 Arrêt pas de pompe allumée
2022-06-07 15:00:00;Changement état électrolyseur;-3 Arrêt pas de pompe allumée
2022-06-08 07:00:00;Changement d’état de la filtration;1 Marche AUTO
2022-06-08 07:00:00;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-06-08 07:00:00;Changement état électrolyseur;-5 Arrêt pas de flux
2022-06-08 07:00:05;Changement état du traitement PH;0 Arrêt AUTO
2022-06-08 07:00:05;Changement état électrolyseur;0 Arrêt
2022-06-08 09:44:20;Changement état du traitement PH;-5 Arrêt pas de flux chambre analyse
2022-06-08 09:44:20;Changement état électrolyseur;-5 Arrêt pas de flux
2022-06-08 09:51:06;Changement état du traitement PH;0 Arrêt AUTO
2022-06-08 09:51:06;Changement état électrolyseur;0 Arrêt
